# Winner Rankings — generated by scripts/score-winning-runs.mjs
# Generated: 2026-04-26T05:20:11.557Z
# Rows: 551
#
# Columns: score | id | task_id | archetype | lines | attempts | milestones | features-touched
1.8333 | 632 | compile_cycle | api_service |    3 |   0 |  1 | when user calls get /api/greet/:name:
1.0370 | 835 | compile_cycle | api_service |   27 |   0 |  1 | database is local memory
1.0370 | 836 | compile_cycle | agent_workflow |   27 |   0 |  1 | database is local memory
1.0370 | 900 | compile_cycle | api_service |   27 |   0 |  1 | database is local memory
1.0370 | 1021 | compile_cycle | dashboard |   27 |   0 |  1 | create a orders table:
1.0370 | 1245 | compile_cycle | api_service |   27 |   0 |  1 | database is local memory
1.0370 | 1624 | compile_cycle | general |   27 |   0 |  0 | database is local memory
1.0370 | 1706 | compile_cycle | general |   27 |   0 |  0 | database is local memory
1.0370 | 1873 | compile_cycle | general |   27 |   0 |  0 | database is local memory
1.0357 | 777 | compile_cycle | agent_workflow |   28 |   0 |  1 | database is local memory
1.0357 | 1311 | compile_cycle | api_service |   28 |   0 |  1 | allow signup and login
1.0357 | 1805 | compile_cycle | general |   28 |   0 |  0 | database is local memory
1.0345 | 659 | compile_cycle | api_service |   29 |   0 |  1 | database is local memory
1.0345 | 838 | compile_cycle | agent_workflow |   29 |   0 |  1 | database is local memory
1.0345 | 994 | compile_cycle | api_service |   29 |   0 |  1 | create a contacts table:
1.0333 | 1671 | compile_cycle | general |   30 |   0 |  0 | database is local memory
1.0333 | 1714 | compile_cycle | general |   30 |   0 |  0 | allow signup and login
1.0323 | 862 | compile_cycle | api_service |   31 |   0 |  1 | database is local memory
1.0323 | 1741 | compile_cycle | general |   31 |   0 |  0 | database is local memory
1.0323 | 1810 | compile_cycle | general |   31 |   0 |  0 | database is local memory
1.0323 | 1831 | compile_cycle | general |   31 |   0 |  0 | database is local memory
1.0323 | 1833 | compile_cycle | general |   31 |   0 |  0 | database is local memory
1.0323 | 1836 | compile_cycle | general |   31 |   0 |  0 | database is local memory
1.0323 | 1893 | compile_cycle | general |   31 |   0 |  0 | database is local memory
1.0313 | 820 | compile_cycle | api_service |   32 |   0 |  1 | create a users table:
1.0313 | 860 | compile_cycle | api_service |   32 |   0 |  1 | allow signup and login
1.0313 | 1044 | compile_cycle | api_service |   32 |   0 |  1 | create a users table:
1.0313 | 1299 | compile_cycle | api_service |   32 |   0 |  1 | database is local memory
1.0313 | 1802 | compile_cycle | general |   32 |   0 |  0 | database is local memory
1.0303 | 999 | compile_cycle | api_service |   33 |   0 |  1 | database is local memory
1.0303 | 1302 | compile_cycle | api_service |   33 |   0 |  1 | database is local memory
1.0303 | 1804 | compile_cycle | general |   33 |   0 |  0 | database is local memory
1.0294 | 267 | compile_cycle | agent_workflow |   34 |   0 |  0 | database is local memory
1.0286 | 693 | compile_cycle | api_service |   35 |   0 |  1 | create a users table:
1.0286 | 1659 | compile_cycle | general |   35 |   0 |  0 | database is local memory
1.0286 | 1729 | compile_cycle | general |   35 |   0 |  0 | database is local memory
1.0286 | 1812 | compile_cycle | general |   35 |   0 |  0 | database is local memory
1.0278 | 1692 | compile_cycle | general |   36 |   0 |  0 | database is local memory
1.0263 | 1176 | compile_cycle | api_service |   38 |   0 |  1 | database is local memory
1.0250 | 932 | compile_cycle | api_service |   40 |   0 |  1 | owner is 'test@example.com'
1.0250 | 1779 | compile_cycle | general |   40 |   0 |  0 | database is local memory
1.0250 | 752 | compile_cycle | api_service |   40 |   1 |  1 | create a items table:
1.0238 | 264 | compile_cycle | queue_workflow |   42 |   0 |  0 | database is local memory
1.0233 | 818 | compile_cycle | queue_workflow |   43 |   0 |  1 | database is local memory
1.0233 | 996 | compile_cycle | api_service |   43 |   0 |  1 | database is local memory
1.0227 | 661 | compile_cycle | queue_workflow |   44 |   0 |  1 | database is local memory
1.0222 | 939 | compile_cycle | routing_engine |   45 |   0 |  1 | database is local memory
1.0222 | 1440 | compile_cycle | queue_workflow |   45 |   0 |  1 | database is local memory
1.0213 | 766 | compile_cycle | agent_workflow |   47 |   0 |  1 | database is local memory
1.0213 | 1461 | compile_cycle | queue_workflow |   47 |   0 |  1 | database is local memory
1.0213 | 1696 | compile_cycle | general |   47 |   0 |  0 | support triage system
1.0208 | 826 | compile_cycle | agent_workflow |   48 |   0 |  1 | database is local memory
1.0208 | 1780 | compile_cycle | general |   48 |   0 |  0 | database is local memory
1.0204 | 1198 | compile_cycle | routing_engine |   49 |   0 |  1 | database is local memory
1.0196 | 266 | compile_cycle | queue_workflow |   51 |   0 |  0 | database is local memory
1.0196 | 681 | compile_cycle | api_service |   51 |   0 |  1 | database is local memory
1.0196 | 1001 | compile_cycle | routing_engine |   51 |   0 |  1 | database is local memory
1.0196 | 1143 | compile_cycle | queue_workflow |   51 |   0 |  1 | database is local memory
1.0196 | 1153 | compile_cycle | queue_workflow |   51 |   0 |  1 | database is local memory
1.0196 | 1778 | compile_cycle | general |   51 |   0 |  0 | database is local memory
1.0189 | 879 | compile_cycle | routing_engine |   53 |   1 |  1 | owner is 'admin@leadrouter.com'
1.0185 | 821 | compile_cycle | routing_engine |   54 |   0 |  1 | database is local memory
1.0185 | 824 | compile_cycle | routing_engine |   54 |   0 |  1 | database is local memory
1.0185 | 874 | compile_cycle | queue_workflow |   54 |   0 |  1 | database is local memory
1.0185 | 1243 | compile_cycle | api_service |   54 |   0 |  1 | architecture:
1.0174 | 842 | compile_cycle | api_service |  115 |   0 |  2 | owner is 'pm@test.com'
1.0169 | 1454 | compile_cycle | queue_workflow |   59 |   0 |  1 | database is local memory
1.0169 | 1470 | compile_cycle | queue_workflow |   59 |   0 |  1 | database is local memory
1.0169 | 1777 | compile_cycle | general |   59 |   0 |  0 | database is local memory
1.0167 | 997 | compile_cycle | queue_workflow |   60 |   0 |  1 | database is local memory
1.0167 | 1477 | compile_cycle | routing_engine |   60 |   1 |  1 | owner is 'marcus@acme.com'
1.0156 | 744 | compile_cycle | api_service |   64 |   0 |  1 | authenticated todo api (level 5)
1.0149 | 1323 | compile_cycle | queue_workflow |   67 |   0 |  1 | create a requests table:
1.0133 | 827 | compile_cycle | routing_engine |   75 |   0 |  1 | database is local memory
1.0127 | 1472 | compile_cycle | queue_workflow |   79 |   0 |  1 | database is local memory
1.0123 | 822 | compile_cycle | queue_workflow |   81 |   0 |  1 | database is local memory
1.0122 | 1200 | compile_cycle | queue_workflow |   82 |   0 |  1 | owner is 'demo@example.com'
0.9333 | 1392 | compile_cycle | api_service |   10 |   2 |  1 | shared count = 0
0.8958 | 1342 | compile_cycle | api_service |   16 |   2 |  1 | create a bookings table:
0.8922 | 923 | compile_cycle | api_service |   17 |   2 |  1 | when user sends input to /api/calculate:
0.8656 | 1503 | compile_cycle | agent_workflow |   31 |   2 |  1 | owner is 'admin@support.com'
0.8627 | 889 | compile_cycle | dashboard |   34 |   2 |  1 | owner is 'test@example.com'
0.8542 | 1356 | compile_cycle | kpi |   48 |   2 |  1 | database is local memory
0.8537 | 1795 | compile_cycle | general |   49 |   2 |  0 | dataflow:
0.8410 | 1261 | compile_cycle | queue_workflow |  131 |   2 |  1 | saas project tracker (level 10)
0.8333 | 975 | compile_cycle | api_service |    3 |   1 |  1 | when user sends payload to /api/echo:
0.8333 | 1080 | compile_cycle | api_service |    3 |   1 |  1 | when user sends data to /api/echo:
0.8333 | 1082 | compile_cycle | api_service |    3 |   1 |  1 | when user sends payload to /api/echo:
0.8333 | 1084 | compile_cycle | api_service |    3 |   1 |  1 | when user calls get /api/hello:
0.7692 | 1193 | compile_cycle | routing_engine |   52 |   3 |  1 | owner is 'demo@example.com'
0.7645 | 1010 | compile_cycle | queue_workflow |   69 |   3 |  1 | owner is 'admin@onboarding.com'
0.7632 | 911 | compile_cycle | crud_app |   76 |   3 |  1 | database is local memory
0.7500 | 234 | compile_cycle | api_service |    4 |   1 |  0 | when user calls get /api/hello:
0.7500 | 1079 | compile_cycle | api_service |    4 |   1 |  1 | when user calls get /api/greet/:name:
0.7500 | 1374 | compile_cycle | api_service |    4 |   1 |  1 | when user calls get /api/greet/:name:
0.6111 | 1263 | compile_cycle | agent_workflow |    9 |   1 |  1 | agent 'summarizer' receives text:
0.6111 | 1355 | compile_cycle | agent_workflow |    9 |   1 |  1 | agent 'summarizer' receives text:
0.6000 | 733 | compile_cycle | api_service |   10 |   1 |  1 | counter = 0
0.5909 | 978 | compile_cycle | api_service |   11 |   1 |  1 | counter = 0
0.5909 | 1265 | compile_cycle | agent_workflow |   11 |   1 |  1 | agent 'summarizer' receives text:
0.5833 | 833 | compile_cycle | webhook_handler |   12 |   1 |  1 | create a events table:
0.5833 | 1662 | compile_cycle | general |   12 |   1 |  0 | database is local memory
0.5833 | 206 | compile_cycle | api_service |    4 |   2 |  0 | when user calls get /api/hello:
0.5769 | 1013 | compile_cycle | etl_pipeline |   13 |   1 |  1 | create a logs table:
0.5769 | 1237 | compile_cycle | batch_job |   13 |   1 |  1 | database is local memory
0.5769 | 1338 | compile_cycle | batch_job |   13 |   1 |  1 | create a mailinglist table:
0.5769 | 1523 | compile_cycle | batch_job |   13 |   1 |  1 | create a dailyreports table:
0.5769 | 1655 | compile_cycle | general |   13 |   1 |  0 | database is local memory
0.5714 | 679 | compile_cycle | batch_job |   14 |   1 |  1 | database is local memory
0.5714 | 1458 | compile_cycle | api_service |   14 |   1 |  1 | create a users table:
0.5714 | 1768 | compile_cycle | general |   14 |   1 |  0 | when user sends calculation to /api/calculate:
0.5714 | 1790 | compile_cycle | general |   14 |   1 |  0 | database is local memory
0.5667 | 658 | compile_cycle | api_service |   15 |   1 |  1 | create a contacts table:
0.5667 | 938 | compile_cycle | api_service |   15 |   1 |  1 | create a users table:
0.5667 | 993 | compile_cycle | api_service |   15 |   1 |  1 | create a users table:
0.5667 | 1014 | compile_cycle | batch_job |   15 |   1 |  1 | create a dailyreports table:
0.5667 | 1127 | compile_cycle | api_service |   15 |   1 |  1 | create a users table:
0.5667 | 1422 | compile_cycle | api_service |   15 |   1 |  1 | create a contacts table:
0.5667 | 1445 | compile_cycle | api_service |   15 |   1 |  1 | database is local memory
0.5667 | 1847 | compile_cycle | general |   15 |   1 |  0 | database is local memory
0.5625 | 1417 | compile_cycle | api_service |   16 |   1 |  1 | create a posts table:
0.5588 | 1107 | compile_cycle | api_service |   17 |   1 |  1 | database is local memory
0.5588 | 1511 | compile_cycle | batch_job |   17 |   1 |  1 | database is local memory
0.5588 | 1518 | compile_cycle | api_service |   17 |   1 |  1 | database is local memory
0.5588 | 1570 | compile_cycle | batch_job |   17 |   1 |  1 | database is local memory
0.5556 | 654 | compile_cycle | api_service |   18 |   1 |  1 | database is local memory
0.5556 | 866 | compile_cycle | api_service |   18 |   1 |  1 | database is local memory
0.5556 | 1115 | compile_cycle | api_service |   18 |   1 |  1 | create a bookmarks table:
0.5526 | 929 | compile_cycle | api_service |   19 |   1 |  1 | database is local memory
0.5526 | 1110 | compile_cycle | api_service |   19 |   1 |  1 | database is local memory
0.5526 | 1612 | compile_cycle | general |   19 |   1 |  0 | when user sends calc to /api/calculate:
0.5526 | 1677 | compile_cycle | general |   19 |   1 |  0 | database is local memory
0.5526 | 1749 | compile_cycle | general |   19 |   1 |  0 | database is local memory
0.5500 | 931 | compile_cycle | api_service |   20 |   1 |  1 | database is local memory
0.5476 | 831 | compile_cycle | dashboard |   21 |   1 |  1 | database is local memory
0.5476 | 1085 | compile_cycle | api_service |   21 |   1 |  1 | when user sends calc to /api/calculate:
0.5455 | 1529 | compile_cycle | api_service |   22 |   1 |  1 | create a leads table:
0.5417 | 222 | compile_cycle | api_service |   24 |   1 |  0 | database is local memory
0.5417 | 807 | compile_cycle | api_service |   24 |   1 |  1 | create a todos table:
0.5417 | 1620 | compile_cycle | general |   24 |   1 |  0 | database is local memory
0.5417 | 1821 | compile_cycle | general |   24 |   1 |  0 | database is local memory
0.5400 | 1623 | compile_cycle | general |   25 |   1 |  0 | database is local memory
0.5385 | 229 | compile_cycle | agent_workflow |   26 |   1 |  0 | database is local memory
0.5385 | 256 | compile_cycle | agent_workflow |   26 |   1 |  0 | database is local memory
0.5385 | 1721 | compile_cycle | general |   26 |   1 |  0 | database is local memory
0.5357 | 1121 | compile_cycle | api_service |   28 |   1 |  1 | create a users table:
0.5345 | 1408 | compile_cycle | api_service |   29 |   1 |  1 | create a users table:
0.5333 | 258 | compile_cycle | api_service |   30 |   1 |  0 | database is local memory
0.5333 | 1633 | compile_cycle | general |   30 |   1 |  0 | database is local memory
0.5333 | 1636 | compile_cycle | general |   30 |   1 |  0 | database is local memory
0.5323 | 1036 | compile_cycle | api_service |   31 |   1 |  1 | database is local memory
0.5313 | 883 | compile_cycle | agent_workflow |   32 |   1 |  1 | database is local memory
0.5313 | 1305 | compile_cycle | api_service |   32 |   1 |  1 | database is local memory
0.5313 | 1320 | compile_cycle | api_service |   32 |   1 |  1 | database is local memory
0.5294 | 1333 | compile_cycle | agent_workflow |   34 |   1 |  1 | owner is 'admin@example.com'
0.5294 | 1734 | compile_cycle | general |   34 |   1 |  0 | database is local memory
0.5278 | 1179 | compile_cycle | queue_workflow |   36 |   1 |  1 | database is local memory
0.5250 | 757 | compile_cycle | queue_workflow |   40 |   1 |  1 | owner is 'admin@example.com'
0.5244 | 1351 | compile_cycle | kpi |   41 |   1 |  1 | create a sales table:
0.5233 | 771 | compile_cycle | dashboard |   43 |   1 |  1 | database is local memory
0.5233 | 1170 | compile_cycle | queue_workflow |   43 |   1 |  1 | database is local memory
0.5227 | 1049 | compile_cycle | api_service |   44 |   1 |  1 | create a users table:
0.5222 | 944 | compile_cycle | queue_workflow |   45 |   1 |  1 | database is local memory
0.5213 | 1022 | compile_cycle | api_service |   47 |   1 |  1 | allow signup and login
0.5200 | 903 | compile_cycle | api_service |   50 |   1 |  1 | database is local memory
0.5182 | 1466 | compile_cycle | agent_workflow |   55 |   1 |  1 | database is local memory
0.5175 | 1326 | compile_cycle | routing_engine |   57 |   1 |  1 | database is local memory
0.5172 | 945 | compile_cycle | queue_workflow |   58 |   1 |  1 | database is local memory
0.5164 | 665 | compile_cycle | routing_engine |   61 |   1 |  1 | database is local memory
0.5149 | 1282 | compile_cycle | api_service |   67 |   1 |  1 | allow signup and login
0.5145 | 672 | compile_cycle | queue_workflow |   69 |   1 |  1 | database is local memory
0.5114 | 1462 | compile_cycle | queue_workflow |   88 |   1 |  1 | database is local memory
0.4167 | 1227 | compile_cycle | etl_pipeline |   12 |   2 |  1 | create a logs table:
0.4103 | 1173 | compile_cycle | webhook_handler |   13 |   2 |  1 | create a events table:
0.4103 | 1502 | compile_cycle | webhook_handler |   13 |   2 |  1 | create a events table:
0.4048 | 1159 | compile_cycle | api_service |   14 |   2 |  1 | create a contacts table:
0.4048 | 1664 | compile_cycle | general |   14 |   2 |  0 | create a users table:
0.4000 | 952 | compile_cycle | batch_job |   15 |   2 |  1 | database is local memory
0.4000 | 1038 | compile_cycle | api_service |   15 |   2 |  1 | when user sends calc to /api/calculate:
0.4000 | 1220 | compile_cycle | api_service |   15 |   2 |  1 | create a dailyreports table:
0.4000 | 1787 | compile_cycle | general |   15 |   2 |  0 | database is local memory
0.4000 | 1882 | compile_cycle | general |   15 |   2 |  0 | database is local memory
0.3922 | 1414 | compile_cycle | api_service |   17 |   2 |  1 | database is local memory
0.3860 | 1635 | compile_cycle | general |   19 |   2 |  0 | database is local memory
0.3860 | 1786 | compile_cycle | general |   19 |   2 |  0 | database is local memory
0.3810 | 926 | compile_cycle | api_service |   21 |   2 |  1 | database is local memory
0.3733 | 1363 | compile_cycle | agent_workflow |   25 |   2 |  1 | create a tickets table:
0.3718 | 202 | compile_cycle | agent_workflow |   26 |   2 |  0 | database is local memory
0.3678 | 921 | compile_cycle | api_service |   29 |   2 |  1 | database is local memory
0.3646 | 924 | compile_cycle | api_service |   32 |   2 |  1 | database is local memory
0.3646 | 1041 | compile_cycle | api_service |   32 |   2 |  1 | database is local memory
0.3611 | 1496 | compile_cycle | agent_workflow |   36 |   2 |  1 | owner is 'admin@support.com'
0.3583 | 1701 | compile_cycle | general |   40 |   2 |  0 | database is local memory
0.3577 | 907 | compile_cycle | api_service |   41 |   2 |  1 | create a users table:
0.3566 | 965 | compile_cycle | api_service |   43 |   2 |  1 | allow signup and login
0.3561 | 1451 | compile_cycle | routing_engine |   44 |   2 |  1 | database is local memory
0.3537 | 756 | compile_cycle | routing_engine |   49 |   2 |  1 | database is local memory
0.3533 | 1473 | compile_cycle | agent_workflow |   50 |   2 |  1 | database is local memory
0.3506 | 880 | compile_cycle | queue_workflow |   58 |   2 |  1 | database is local memory
0.3500 | 1178 | compile_cycle | routing_engine |   60 |   2 |  1 | database is local memory
0.3480 | 1308 | compile_cycle | api_service |   68 |   2 |  1 | database is local memory
0.3468 | 760 | compile_cycle | queue_workflow |   74 |   2 |  1 | database is local memory
0.3423 | 1508 | compile_cycle | queue_workflow |  111 |   2 |  1 | database is local memory
0.3406 | 971 | compile_cycle | api_service |  137 |   2 |  1 | owner is 'pm@acme.com'
0.3167 | 1456 | compile_cycle | api_service |   15 |   3 |  1 | create a contacts table:
0.3125 | 1433 | compile_cycle | api_service |   16 |   3 |  1 | create a posts table:
0.3088 | 1565 | compile_cycle | batch_job |   17 |   3 |  1 | database is local memory
0.2870 | 892 | compile_cycle | dashboard |   27 |   3 |  1 | owner is 'test@example.com'
0.2823 | 1404 | compile_cycle | api_service |   31 |   3 |  1 | database is local memory
0.2682 | 670 | compile_cycle | queue_workflow |   55 |   3 |  1 | database is local memory
0.2675 | 1487 | compile_cycle | routing_engine |   57 |   3 |  1 | database is local memory
0.2635 | 1196 | compile_cycle | queue_workflow |   74 |   3 |  1 | database is local memory
0.2625 | 1020 | compile_cycle | batch_job |   16 |   4 |  1 | database is local memory
0.2616 | 912 | compile_cycle | queue_workflow |   86 |   3 |  1 | database is local memory
0.2556 | 645 | compile_cycle | api_service |   18 |   4 |  1 | database is local memory
0.1970 | 1550 | compile_cycle | kpi |   33 |   5 |  1 | database is local memory
0.0625 | 165 | add_realtime | realtime_app |   67 |  20 |  0 | live chat — real-time messaging with websocket broadcast
0.0569 | 160 | add_ai_classification | agent_workflow |  108 |  20 |  0 | support triage — ai-assisted ticket classification and routing
0.0567 | 157 | add_approval_flow | queue_workflow |  110 |  20 |  0 | approval queue — submit requests, route to approver, approve or reject
0.0560 | 162 | add_crud | crud_app |  120 |  20 |  0 | todo fullstack — crud task manager with categories, search, and auth
0.0559 | 169 | add_ecommerce | agent_workflow |  121 |  20 |  0 | ecom agent — ai-powered e-commerce customer support
0.0558 | 161 | add_request_triage | queue_workflow |  122 |  20 |  0 | internal request queue — employees submit requests, ops triages and assigns
0.0556 | 158 | add_routing_rules | routing_engine |  125 |  20 |  0 | lead router — intake form, apply rules, assign to owner
0.0550 | 166 | add_agent | agent_workflow |  135 |  20 |  0 | helpdesk agent — ai support bot with tools, rag, memory, and guardrails
0.0550 | 168 | add_personal_crud | crud_app |  135 |  20 |  0 | expense tracker — personal spending with categories, charts, and aggregates
0.0548 | 164 | add_content_app | content_app |  140 |  20 |  0 | blog fullstack — content publishing with authors, categories, and search
0.0547 | 159 | add_multistep_workflow | queue_workflow |  141 |  20 |  0 | onboarding tracker — multi-step progress for each new customer
0.0545 | 167 | add_workflow | booking_app |  145 |  20 |  0 | booking — room reservation system with multi-step workflow
0.0535 | 163 | add_dashboard | queue_workflow |  171 |  20 |  0 | crm pro — sales pipeline with companies, contacts, and deal tracking
